Protein	10Y_1	10Y_2	4Y_1	4Y_2	1Y_1	1Y_2
Q9H2U1	41848.3	44002.7	52153.8	50958.1	48483.3	47838.9
Q9H2U2	656949	662066	764384	749785	878450	860898
Q9H2V7	11992.5	18146.2	20501.5	23580.2	29072.1	26155.4
Q9H2W6	33318.9	33160.8	38544.2	35009.9	39953.4	41216.3
Q9H2Y7	1751.65	1935.86	2704.54	2828.73	3693.6	3801.89
Q9H2Z4				1076.49	1156.23	1275.56
Q9H307	39664.1	33402.9	43529.5	41867.3	36391.3	39164.3
Q9H329	812.677	122.677	1068.82	1039.2	1615.36	445.481
Q9H330	5129.53	4933.05	4687.44	3559.12	4126.6	5205.22
Q9H334	9217.29	8508.28	7926.72	10455.4	9987.8	12046.3
Q9H347	1046.91	1402.41	13116.2	8058.19	10696.2	11553.8
Q9H361	637411	657706	640327	650839	625796	617317
Q9H3C7	977.669	2725.13	2900.85	2157.62	1946.03	1198.89
Q9H3F6	4863.14	4495.03	1624.2	4340.43	6859.98	4383.45
Q9H3G5	83138.6	67375.1	87267.4	82098	86588.8	78734.5
Q9H3H1	16574.4	14040.4	16902	15627.8	14000.2	13513
Q9H3H3	36426.9	34254.7	43977.9	48806.6	53621.7	49941.8
Q9H3H5	8817.27	6324.97	10230.6	10220.8	9245.84	8159.59
Q9H3J6	696.764		1091.74	1253.65	663.802	1030.11
Q9H3K6	196195	210368	302217	298922	249303	208151
Q9H3L0	8058.89	7302.83	8369.34	9966.46	8127.03	6832.2
Q9H3M7	1958.74	2944.32	2269.98	2087.62	1981.89	2385.19
Q9H3N1	227056	193035	251750	237208	226742	217453
Q9H3P2	278320	254397	313944	296576	307237	300052
Q9H3P7	35985	37476.3	34077.8	35424.5	38514	36077.7
Q9H3Q1	63620.6	40051.7	40719.5	66092.3	48658.4	50792.8
Q9H3Q3	1367.99	1613.53	2218.16	1452.5	2328.42	2583.25
Q9H3R5	4297.08	6584.01	7610.53	6220.53	8954.08	8032.19
Q9H3S7	84858.8	81053.8	90638.8	88437.6	87520	90707.1
Q9H3U1	101244	92003.2	105961	102628	100867	98920.9
Q9H3U5	19940.6	14153.8	14765.3	17796.7	16600.1	20465.4
Q9H3Z4	2421.09	2783.51	3382.31	3245.27	2578.24	3721.7
Q9H410	17129	12849.9	15265.5	18011.8	17966.3	14172.7
Q9H425	5347.9	5785.92	5591.67	7571.89	5921.05	5319.52
Q9H426	4355.44	5203.67	7178.95		10676.1	9627.25
Q9H444	158531	149949	195862	198061	172007	165445
Q9H446	29284.1	31109.3	27771.5	28745.9	24414.6	23214.8
Q9H467	3075.88	2980.5	2956.83	3140.42	3600.48	2849.7
Q9H469	8837.53	7279.79	10441.5	7241.22	5387.27	6459.47
Q9H477	7064.09	2845.54	2844.58	734.684	2669.63	1805.95
Q9H488	55425.1	52402.5	62493	62592.7	60414.4	57091.8
Q9H490	18814.3	15964.5	12772.3	10135.1	11500	13223
Q9H496	5253.82	2072.72	8348.44	8852.98	4910.04	6341.44
Q9H497	18394.5	16774.7	20454.5	22633.4	20085.2	17951.6
Q9H4A3	42627.3	39456.8	43010.8	42660.5	41693.7	37717.6
Q9H4A4	201607	185051	215442	210999	212538	203557
Q9H4A5	23143.5	23674.4	27838	26855	23636.8	25824.5
Q9H4A6	29024.6	21248.3	26560.7	36071	29003.5	31078.3
Q9H4B0	12615	14505.5	15037.8	17343.9	13121.2	8426.34
Q9H4B6	2258.78	1054.15	567.009	2072.61	699.96	1243.62
Q9H4B7	71042.4	179471	304090	268474	196965	202561
Q9H4E7	20689	13622	23760	20792.1	17412.8	16567.5
Q9H4G0	5423.75	6767.13	5154.08	3862.02	4221.81	5254.53
Q9H4G4	669.593	545.43	1376.08	1487.54	1591.82	1143.57
Q9H4H8	2759.25	3975.97	6381.61	4959.53	4245.29	4796.93
Q9H4I2	3690.51	2789.39	5063.35	5945.1	3746.66	5010.24
Q9H4I3	21652.2	22204.3	18589.2	20793.8	20733.7	21588.1
Q9H4K7	2870.06	4205.83	3819.88	4552.22	4970.63	4948.74
Q9H4L4	20912.9	19694.3	21411.7	20617.2	21425.8	20227.5
Q9H4L5	7594.51	10012.7	8732.3	9138.11	8261.09	8634.07
Q9H4L7	27907.7	24177.4	30375.7	29731	31495.3	30041.7
Q9H4M3	1868.67	5451.46	1179.99		3447.23	2746.04
Q9H4M9	35240.8	34866.8	36974.9	36095.6	38478	39702.5
Q9H4P4	8469.85	11318.7	8961.63	7943	9480.21	12991.2
Q9H4W6			236.161	775.488	580.383	367.218
Q9H4Z3	12535.9	12156.2	12426.8	11817.5	18143.3	14576.8
Q9H501	18688.3	20549.6	22760.6	23406.7	22273.8	20095
Q9H553	19874.8	22116.6	28466.7	23340.8	29609.8	33114.3
Q9H582	5356.04	12518.8	18514.1	12909.7	4171.39	5947.86
Q9H583	28533.2	28495.5	28871.9	29055.8	29456.3	29074
Q9H5H4	18162	18917.4	18580.7	18702.1	15409.9	15531.1
Q9H5J8	3297.14	2969.26	6085.59	2471.07	5617.54	3628.22
Q9H5K3	9612.14	8700.01	7202.68	7369	6911.74	8988.45
Q9H5N1	10100.2	11719.3	11636.5	11232.7	11196.9	11355.2
Q9H5Q4	24175.7	23136.9	22348.2	22492.5	24798.7	24467.1
Q9H5U6	9482.08	9998.57	4781.84	10238.2	5703.81	7406.9
Q9H5V8	1430.22	1936.5	1173.78	3268.3	2029.88	1800.53
Q9H5V9	15567.8	12688.6	18084.1	16183	20527.2	19967.3
Q9H5X1	14693	12563	11762.1	13084.6	12889.2	14866.5
Q9H5Z1	10702.1	11702.2	10105.7	10786.5	9200.89	10530.6
Q9H633	8460.82	5711.3	10423.8	10261.5	10351	6049.34
Q9H668	2676.3	2661.94	5670.07	3626.43	4684.43	4693.42
Q9H672			110.473		1144.38	1202.86
Q9H694	2857.15			8164.64	2349.02	10253.8
Q9H6D7	17950.8	13824.6	15853.9	17831	16581.9	16242.5
Q9H6E4	44150.2	33152.6	35319.7	43539.4	38742.4	37000.7
Q9H6E5	5215.88	5243.14	6035.12	5569.64	4380.7	4937.91
Q9H6F5	2409.69	3126.64	2177.09	3205.36	2227.15	2157.75
Q9H6H4	11638.3	11380.5	13084.2	12786.1	12220.7	10218.9
Q9H6K1	2664.32	2123.32	4852.59	3634.87	2352.69	3091.86
Q9H6K4						346.612
Q9H6K5	2999.42	3485.43	2700.96	1504.92	1661.78	1606.62
Q9H6L4				535.801	617.47	1265.68
Q9H6N6			11272.4	12112.7	9547.18	9140.04
Q9H6Q4	17738.7	15459.5	22249	20836.5	20436	20904.7
Q9H6R0	4353.9	2992.83	3941.56	2885.89	3109.18	2540.65
Q9H6R3	8615.69	8285.91	8286.16	7686.96	8104.95	8202.23
Q9H6R4	466.961	686.935	1212.69	613.367	1248.23	992.498
Q9H6R6	5558.01	4452.46	3873.12	4700.58	3055.71	2524.7
Q9H6R7	25831.9	15238.9	25771.8	26778.8	23300.8	21034.9
Q9H6S0	68275.8	61491	70362.4	73697.1	65159.9	65402.3
Q9H6S1	5158.77	3846.23		1414.32	1455.26	2391.45
Q9H6S3	12882.4	12075.6	9731.36	14057.5	9637.16	11116.9
Q9H6T3	41143.7	38860.6	45159	44356.7	44273.4	43264.4
Q9H6U6	11905.9	11040.5	11387.7	11915	10757.9	10254.3
Q9H6U8	4843.26	8317.01	7406.44	5085.77	6736.16	6189.14
Q9H6V9	15189.5	9873.44	4163.93	10495.4	11646.6	8513.76
Q9H6X2		1247.13	1813.71	921.321	1933.74	2493.66
Q9H6X5	29769.1	33648.5	12968	27937.2	10312.5	16601.6
Q9H6Y2	14848	12157.1	11386.4	14121.7	13661.8	12226.6
Q9H6Y7	3966.97	2818.32	5356.16	4263.36	5221.4	5780.53
Q9H6Z4	73446.1	69344.1	82410	80223.9	80038.5	81267
Q9H6Z9		2465.31	4359.42	4862.75	3775.02	2257.78
Q9H706	514.458	485.8	708.121	352.214	2841.12	3573.74
Q9H773	375731	353536	419511	401084	412284	386135
Q9H788	5592.17	3232.56	5070.61	6258.01	6074.16	5177.87
Q9H792	4812.77	5123.21	5448.11	4280.11	5714.6	3201.33
Q9H7B2	6790.58	7168.83	6970.22	8146.97	10975.8	10746.2
Q9H7B4	16865.7	14951.3	16741	15147.5	13505.2	13067.7
Q9H7C9	150360	168885	199943	187441	147246	140145
Q9H7D0	4573.28	3537.77	2905.87	5121.71	4531.1	3783.62
Q9H7D7	35183.6	34908.1	40973.6	39106.5	44678.1	43855.4
Q9H7E2	8340.72	7250	7041.87	6322.04	6181.14	6316.14
Q9H7E9	116318	112544	138337	131356	127490	134009
Q9H7F0	708.674	703.525	940.803	721.872	920.878	604.334
Q9H7H0	8343.31	7211.4	6683.1	6716.96	7551.99	8082.73
Q9H7L9	48685.6	52719.4	79742.7	64203.9	64099.6	53522.1
Q9H7N4	2452.51	3979.2	2867.92	2745.61	4274.62	4199.92
Q9H7P6	583.942	875.582	1661.28	1494.31	1341.86	1889.96
Q9H7P9	1112.38	771.582	738.864	1434.98	960.18	1324.49
Q9H7R5					2238.66	
Q9H7S9	11152.8	10207.8	15801.9	10872.8	9064.44	10322
Q9H7X7	7487.69	8312.41	7890.66	6817.2	6662.24	4887.58
Q9H7Z3	14701.5	15572.5	15237.5	15956	14297.5	13875.6
Q9H7Z6	10475.1	9941.5	13673.5	12805.8	14594	12678.4
Q9H7Z7	37949.9	40203.2	39684.3	42958	44298.7	43921.7
Q9H813	8069.14	7594.79	11022.9	13038.7	13724.7	11797.8
Q9H814	39490.8	39188.2	49249	47950.7	44814.8	44746.9
Q9H819	5844.67	3634.2	5989.58	5743.74	4146.53	6805.91
Q9H825	1516.12	1349.17	1369.3	1810.38	1360.73	1600.7
Q9H832	36950.4	42328.5	46992.8	53066.2	40374.3	41710.8
Q9H845	17981.1	17689.3	17721.2	19277.4	17577	18425.4
Q9H853					732020	676375
Q9H857	62327.5	68185.3	62069.7	64819.2	68954.7	74269
Q9H867	656.192	1438.31	3987.52	4126.3	1823.93	2153.51
Q9H869	7132.31	7557.91	9014.13	7030.23	5896.66	7572.15
Q9H871	9619.55	12382.6	12204.3	12499.1	10979.6	13489.7
Q9H875	4722.16	4142.55	5300	7557.2	3428.03	5057.85
Q9H892	1573.04	1573.71	1894.31	2007.13	1329.64	1765.55
Q9H8E8	8830.99	5695.16	7565.19	7874.52	7658.1	7026.22
Q9H8G2	5460.15	6331.52	9662.5	8756.21	8773.4	8125.83
Q9H8H0	12445.7	14309.7	15296.2	13432.6	12370.9	13948.3
Q9H8H2	7257.36	6979.42	8163.3	8115.87	8979.71	8655.84
Q9H8H3	22084.5	19062.7	27871.3	28421.8	23289.8	27288.4
Q9H8K7	6564.85	6831.3	8708.97	8840.05	6371.44	6884.56
Q9H8M2	5572.26	2978.95	2648.39	5589.46	3057.29	3638.38
Q9H8M5	6753.53	9965.9	10705	17773.3	9667.39	7758.99
Q9H8M7	61816	47516.7	64125.4	58828.4	60779.1	59298.6
Q9H8S9	31391.6	17871.9	28552.6	31482.2	27346.7	20633.7
Q9H8T0	7315.02	5983.86	10333.4	10989	8951.57	9319.91
Q9H8U3	949.877	598.248	304.881		1231.16	730.721
Q9H8V3	3774.91	2816.62	3578.46	3649.39	3973.77	3501.9
Q9H8W4	5301.68	4892.32	7363.46	9243.13	7767.04	8806.14
Q9H8Y5	39045.9	37514.6	37458.4	42881.7	43171.5	36659.6
Q9H8Y8	126601	124943	160876	157300	154867	164033
Q9H900	19660.6	19642.2	15556.1	18157.4	18818	17123.2
Q9H910	198566	172732	238145	239856	207114	193808
Q9H920	4138.77	2520.93	4791.44	6333.67	5262.23	5737.62
Q9H936	2874.76	4505.6	5625.56	3947.57	5140.94	3157.67
Q9H939	6990.73	5957.63	7310.01	5791.38	8046.28	8244.1
Q9H944	23460.4	25291.4	27985.3	25314.9	23754.4	23796.1
Q9H967	2160.06	3856.45	3038	3874.83	1652.31	1347.37
Q9H974	67936.4	63764.2	75428.9	71037.6	82545.5	82984.4
Q9H977	11169.3	11622.7	10460.5	13256.8	14578.4	13356.7
Q9H981	86396.3	82746.2	68557.3	92354.8	72377.9	69411
Q9H993	61049.3	50940.1	68905.9	71669.8	73928.6	76469.6
Q9H999	7069.1	9009.58	7308.62	6609.47	4612.33	5137.89
Q9H9A5	39753	44996.1	45166.5	48615.8	44062.2	44615
Q9H9A6	117742	105052	120356	112304	106066	103098
Q9H9A7	2668.94	2098.72	1682.6	2292.98	2703.01	2486.19
Q9H9B1	4673.37	2474.78	3402.39	5663.35	5833.76	5183.18
Q9H9B4	24267.1	21745.8	24770.9	26755	25021.4	25757
Q9H9C1	18326.3	16180.3	22416.6	21300.4	19013.8	17578.1
Q9H9E3	16692.8	15820.5	17293.8	17103.2	16679.8	16576.8
Q9H9F9	4835.79	3644.31	4964.35	4777.92	5009.44	6336.13
Q9H9G7	4116.8	4303.56	4168.53	4069.56	4248.6	4243.97
Q9H9H4	6301.31	7352.4	9890.3	7316.07	7613.05	7961.65
Q9H9J2	15972.7	15190.6	19014.6	18702.5	17950.8	18806.4
Q9H9L3	10843.7	11060.8	12286.9	15862.5	10392.9	11724.8
Q9H9P5	2935.74	1777.33	5421.13	4655.52	6314.44	5270.61
Q9H9P8	42916.9	41740.7	55788.4	52132.8	53895	54164.5
Q9H9Q2	204515	188820	180402	242965	251331	267012
Q9H9Q4	26985.5	25463.8	23428.8	27070.2	28160.3	25795.3
Q9H9R9	692.316	1131.22	4651.71	2824.69	3038.9	2836.81
Q9H9S3	76728.1	69420.7	80921.9	82481.7	86411.2	101671
Q9H9S4	57301.1	63046	53691.9	62612.4	53235.8	51803.1
Q9H9S5	12077.2	6496.85	12808.4	11423.6	11724.9	11401.5
Q9H9T3	150325	149533	157198	153660	126101	141533
Q9H9V9	527172	740208	550549	598515	462848	290978
Q9H9Y2	8212.92	8474.47	8468.48	9408.16	7621.01	7138.99
Q9H9Y4	5226.79	10121.8	6323.02	5089.2	6727.66	5961.75
Q9H9Y6	29439.8	25540.8	28540.9	30885.8	29894.6	26303.2
Q9H9Z2	4727.9	7829.41	10850	8971.3	3912.34	5107.08
Q9HA47	9459.14	9367.12	14075	14171.6	13310.1	15088.8
Q9HA64	35387	30104.4	36034.2	41045.5	26397.8	27582.4
Q9HA65	6919.42	6106.25	6744.29	5994.18	6482.77	4821
Q9HA77	12055.8	11665.8	10986.1	11029	11324.8	11057.6
Q9HA92	2172.68	6993.95	5969.92	6428.32	7789.14	6538.61
Q9HAB8	35496.1	37491.2	37559.1	37030.7	34771.1	34301.7
Q9HAC7	2058.04	5977.87	4620.62	3429.87	3236.29	5235.26
Q9HAD4	14889	11168.2	15152.6	16356.4	17529.7	17612
Q9HAF1	13191.3	14558.2	11082.7	13310.1	8956.37	5154.56
Q9HAH7	10215.5	9849.5	8913.08	7836.22	11838.4	10849.4
Q9HAJ7	13100.3	13383.6	9884.08	11821.9	10857.6	9079.56
Q9HAN9	12934.5	12188	12362.8	10126.9	11534.8	13322.6
Q9HAP2	5975.01	3260.61	2228.45	3023.04	2999.01	2750.56
Q9HAS0	26674.1	26677.4	28989.1	28199.7	31333.2	25238.2
Q9HAT2	6635.56	6981.07	5282.36	3408.04	6038.25	6178.49
Q9HAU0	24523.4	19166.1	22597.8	24503.1	21422.4	21017.7
Q9HAU4	7429.89	12529.1	9114.96	13181.6	11500.3	6640.01
Q9HAU5	26684.6	29077.1	30631.7	30426.6	29945.7	31749.8
Q9HAU8			42837.6	37864.2		
Q9HAV0	3281.91	2078.92	4644.34	6679.96	3710.38	6419.69
Q9HAV4	77925.4	73570.7	96880.9	97902.3	96978.8	99601.7
Q9HAV7	459754	430716	481640	539928	501039	544509
Q9HAW4	2040.05	2328.2	2319.16	2921.63	2574.41	2326.07
Q9HAZ1	2632.94	3115.81	2367.44	4003.29	3401.27	4264.73
Q9HB07	158393	152703	180987	173560	176217	167561
Q9HB09		1147.47	1635.26		1643.37	2170.66
Q9HB21	9029.36	10873.3	9393.24	9762.48	9788.84	10669.3
Q9HB40	40725.7	38633.9	43971.9	37812.8	41995.4	44390.8
Q9HB71	368872	357905	409725	392711	421704	398043
Q9HB90	64810.3	69837.7	66179	65975.2	67280.4	83541.6
Q9HB96	3801.6		1849.75	2370.56	780.651	2303.94
Q9HBD1	4048.15	1246.46	3075.16	3028.59	3737.01	3760.86
Q9HBE1	88818.6	92843	114879	105771	88615.6	87325.3
Q9HBF4	5018.21	2314.2	4054.84	4197.38	5645.11	4331.84
Q9HBG6	4820.87	5669.73	4129.13	4442.8	2931.58	3337.59
Q9HBH1	16957.5	14516.6	20663	24169.7	21043	25207.4
Q9HBH5	14335.8	18094.9	15579.7	18644.4	20102.6	18547.3
Q9HBI1	4131.17	3759.85	7683.25	8658.92	6390.05	8442
Q9HBK9	8004.02	7537.51	8477.82	8550.6	9900.99	9777.87
Q9HBL0	6335.23	50543	41198.9	50660.9	30066	35918.5
Q9HBL8	23722.1	17550.6	22636.6	19634.2	24211.2	28508.7
Q9HBM0	3201.42	928.112	2144.27	1621.63	1279.7	1436.73
Q9HBM1	18799.5	20918.5	14758.5	19020.6	19206.9	17670.6
Q9HBM6	25929.4	19404.4	25603.2	28077.4	22155.1	24335.2
Q9HBU6	6630.49	5713.63	5343.33	5376.98	6688.96	5603.12
Q9HC07	5493.97	8161.18	9571.88	8144.55	5833.75	5665.69
Q9HC21	1787.43			1884.48	2247.74	2547.73
Q9HC35	96687.4	92127.9	114647	105712	112576	116943
Q9HC36	31592.3	28789.3	32256.2	34268.9	34460.9	32085.7
Q9HC38	239157	250421	244510	239242	218610	212370
Q9HC44	19663	7518.75	24477.8	14913.8	11768.5	20412
Q9HC52	1611.89	1213.71	667.102	1231.96	1637.12	1447.36
Q9HC56	3694.38	3501.35	5015.19	6422.74	5581.56	4684.55
Q9HC62	9576.14	5898.6	9933.91	6800.75	9616.7	8300.04
Q9HC77	2307.23	2634.24	1690.85	2839.01	3837.82	2773.13
Q9HC84	8802.84	7978.37	7806.44	6436.02	11590.8	
Q9HC98	667.541		1733.75	1832.76	1644.65	244.908
Q9HCC0	79091.7	78271.3	87511.5	85426.3	89496.7	86888.8
Q9HCD5	12539.3	10739.9	13205.7	12497.1	10861.9	10049.5
Q9HCD6	6188.5	5441.85	4199.45	7863.81	7492.73	6418.78
Q9HCE0	3560.62	6233.61	2973.77	3068.59	4494.93	4249.48
Q9HCE1	63339.7	57279.9	61132.4	67079.3	59742.5	64859.6
Q9HCE5	20667.9	21282.3	23999.2	20896.1	22171.7	23272.4
Q9HCG1						1502.63
Q9HCG7	1790.01	2087.84	2250.45	2252.69	2444.22	1554.99
Q9HCG8	23397.1	16948.6	22362.7	20608.8	20108.2	21284.9
Q9HCH0	46087.4	47479.7	45266.3	39002.1	38675.5	48005.2
Q9HCH3	75536.4	81437.9	67503.7	66333.6	66054.4	70362.8
Q9HCI6	18487.5		23229.5	17994.9	13574.3	13948.2
Q9HCJ0	3827.07	5158.2	3919.83	4678.49	4273.45	5194.8
Q9HCJ1	553.315		914.586	1993.27	1489.43	1995.78
Q9HCJ3	16439.8	12089.5	14662.2	17519.5	14909.9	17067
Q9HCK1		4220.42	637.664	954.005	1190.55	1063.87
Q9HCK5	18179	17302	20522.4	20111	16561.2	17682.6
Q9HCK8	38677.8	31300.3	37617.9	34723.6	37401.5	39230.4
Q9HCL2	2133.83	3085.82	3775.19	3134.52	3194.34	3791.69
Q9HCM1	1503.09	671.976	1105.99	1868.08	1754.51	2013.96
Q9HCM3	779.83	521.35		760.606	903.555	422.421
Q9HCM4	5057.98	4764.64	3910.01	5698.28	3807.94	5551.2
Q9HCM7	1737.27	2351.7	1413.76	2298.4	1963.04	2097.29
Q9HCN3	2416.06	3589.6	4111.25	3719.49	2800	3267.56
Q9HCN4	13918.4	14858.9	15438.8	15887.5	15635.9	15700.9
Q9HCN8	73173.5	85603.3	82137.2	89154.3	89260.6	79409.9
Q9HCS7	21884.2	21188.6	22936.1	21809.2	23782.2	22679.7
Q9HCU5	62901.6	60129.5	73036.4	67507.2	66044.6	70136.6
Q9HCU9	5552.13	2405.21	5979.63	5069.43	4623.92	4102.44
Q9HCY8	5503.56	4006.18	3410.16	2924.37	5429.42	4816.47
Q9HD15	12567.1	12143.9	15215.2	13943.4	15206.9	14052.9
Q9HD20	16100.6	12823.3	14014.9	15283.9	14236.9	11631.9
Q9HD23	7875.39	5495.8	11162.4	8782.57	3328.42	2776.74
Q9HD26	38585.2	33859.1	42549.6	41800.7	34326.2	35578.3
Q9HD33	36844.4	34901.6	32301.4	37035	36915.9	31877.8
Q9HD34	13239.1	11266.7	11956.3	11185.9	11566	10588.4
Q9HD40	4615.26	3301.16	4317.6	3506.64	5692.31	3077.16
Q9HD42	89673.7	84703.2	92109.2	104793	55796	55654.6
Q9HD45	29397.3	27093.9	32240.8	32860.4	30807.6	26062.9
Q9HD47	9908.62	8539.52	17551.9	18749.7	17171.9	14448.6
Q9HDC5	2927.27	3573.61	4166.6	4831.12	3855.59	2584.41
Q9HDC9	153956	144228	151262	161157	144815	154759
Q9NNW5	17244.7	16185	17568.2	18946.1	16223.7	15879.8
Q9NNW7	36119.1	32026.2	30646.5	36746.5	36290.8	38440.9
Q9NP50	563.732	699.18	959.467	1490.98	699.449	1201.15
Q9NP58	2273	2687.1	2034.58	2139.97	2041.61	2022.54
Q9NP61	13994	12128.8	15180.8	14308.9	11743.1	13693
Q9NP62	65232.6	92540.1	112679	126274	66991.9	59530.6
Q9NP64	7426.68	11410.5	10444	9648.82	11211.9	10417.7
Q9NP66	8009.32	6219.54	8419.36	7766.85	7700.38	9894.88
Q9NP72	19928.6	26474.9	28179.9	28478.2	26151.7	28698.1
Q9NP73	6717.27	6631.93	9060.08	10847.3	9536.58	8469.77
Q9NP77	28530.9	33309.6	35941.8	38205.7	43675.5	41435.5
Q9NP79	165389	162906	189558	192756	185495	189310
Q9NP80	6384.56	7060.51	8396.3	11381.1	9670.42	10874.6
Q9NP81	39748.5	33818.5	37741.7	39830	37265.2	38462.8
Q9NP87			926.681		689.459	696.01
Q9NP90	12874.6	12743.2	9531.9	8957.13	7089.12	8671.18
Q9NP92	8002.46	5644.66	11763.6	13140	12000	16056.2
Q9NP97	130003	101492	148088	154622	123087	148657
Q9NPA0	18786.7	16295.1	22990.8	21143.6	21873.4	22332.9
Q9NPA3	4208.91	5035.77	5004.43	1233.7	3897.74	4329.53
Q9NPA8	77743.2	70557.6	97559	90720.4	61642.4	70212.3
Q9NPB8	1995.66	3388.86	2484.79	2712.82	2375.45	3112.11
Q9NPC8	3392.8	4696.28	1161	4564.65	989.864	1741.95
Q9NPD3	80055.8	73507.6	85386.6	79783.6	100517	99426.4
Q9NPD8	32797.1	27338.4	31651.2	29827	32834.7	31573.3
Q9NPE3	22859.9	21562	23982.9	25849	19005.5	24830.7
Q9NPF0	10211.6	8326.18	12139.1	16876.8	8309.62	8590.28
Q9NPF4	113095	114690	118718	115830	137646	130541
Q9NPF5	16798.8	17564.3	13332.5	18271.1	22612.9	15768.9
Q9NPG3	30837.5	20208	22534	28545.8	31602.8	27123.9
Q9NPH0	7229.02	7422.73	7844.83	9073.92	9289.66	7396.28
Q9NPH2	83027.1	81528	89348.2	88611.1	84130.3	83398.3
Q9NPI1	3412.39	3398.61	4543.34	4565.65	5834.23	6138.51
Q9NPI6	22055.5	22720	21179.5	24808.9	22010.2	23512.3
Q9NPJ3	61600	60090.9	70123.7	72150	70729.4	66185.6
Q9NPJ6	13650.7	10458.1	14468.1	14746.4	15685.6	14515.8
Q9NPJ8	23255.6	17687.8	19453.6	23407.5	22717.1	16611.9
Q9NPL8	8408.71			7365.63	9030.1	10432.3
Q9NPQ8	27324.8	28467.4	31934.4	31140.1	34562.9	31934.4
Q9NQ11	5554.49	6877.98	1166.62	5773.92	5263.79	5221.65
Q9NQ29	203379	223540	279838	283806	242285	246938
Q9NQ48	64442.6	50290.1	62613.8	66139.6	62472	61182.5
Q9NQ50	83137.5	71160	80351.5	81106.9	66832	63619
Q9NQ55	14324.2	13269.3	14417.8	17976	12789	15987.3
Q9NQ66	3007.08	3378.64	2793.7	1130.96	1729.48	2088.85
Q9NQ84	413.932	688.136	924.809	921.859	846.582	1041.19
Q9NQ86		34390.5		50462.3	40398.8	34648.3
Q9NQ88	47574.4	37374.6	51148.6	50890.3	51966.5	57306.2
Q9NQ89	555.797		1873.72	1025.55	1977.7	1896.99
Q9NQ90	12344.7	7119.52	13707.1	12965.9	19294.1	13879.4
Q9NQ92	14452.4	19409.2	16493.9	23497.6	17817.1	16113.9
Q9NQA3	28341.8	25672.4	26372.3	34496.6	30048.4	30377
Q9NQC3	389026	346737	402661	402213	412311	405896
Q9NQC7	5699.13	11485.8	5117.34	6310.91	6037.34	4378.1
Q9NQC8	4005.31	3825.54	4176.09	4010.74	5945.29	5199.36
Q9NQE9	14043.8	13119	15105.8	11387.7	13895.2	13968.3
Q9NQG5	95406.9	91823.5	101833	99337	99224	95720.4
Q9NQG6	9543.7	10679.9	14267.3	14534.8	14387.6	13958.9
Q9NQG7	4687.4	3856.85	1390.85	2050.73	3388.37	4042.99
Q9NQH7	916688	1033830	1163560	1081540	1288890	1287870
Q9NQI0	607659	570327	407337	399582	214719	223304
Q9NQL2	14873.3	14618.6	21263.6	18957.9	18232.1	17893.6
Q9NQP4	54491.8	50135.2	68418.5	70062.8	67324.1	73710.4
Q9NQR4	35694.6	36902.3	42228.5	43068.7	42470.9	37102.5
Q9NQS1	21258.3	15862.2	19459.6	16936.2	16535.6	16611.1
Q9NQS3	1446.57		3189.56	957.374	571.514	642.104
Q9NQT4	27927.2	27867.2	32964.3	40572.8	40393.4	52311.4
Q9NQT5	71647.4	55008.4	78994.8	70781.4	87136.9	86851.7
Q9NQT8	313308	290235	364732	359192	325755	374231
Q9NQV6	1819.65	1476.22	2504.84	1769.31	1599.44	1001.18
Q9NQW6	25230.7	22303.9	28782.3	26065	24437.8	25626.2
Q9NQW7	115927	101856	112770	108848	98580.7	103007
Q9NQX3	39037.1	45814.6	47278	48451.7	43993.2	41961.4
Q9NQX4	5481.27	4711.94	4619.79	6496.02	5498.64	4914.65
Q9NQX7	1869.84	2269.39	2104.44	1285.05	3582.22	2609.25
Q9NQY0	6102.67	4074.11	6252.38	6489.57	6900.86	6537.89
Q9NQZ2	6361.38	6300.67	7434.04	8604.41	6692.44	7193.89
Q9NQZ5	8504.24	7742.45	9370.54	8840.78	11473.7	7078.62
Q9NQZ6	4082.94	6131.15	2949.47	1602.95	3553.94	2562.71
Q9NR09	53951.2	50072.1	55632.6	53598.8	53232.5	53126.1
Q9NR12	40444.2	43141.5	52340.8	52546	56226	57322.4
Q9NR19	7012.74	7024.75	7253	7245.54	7261.07	6155.64
Q9NR28	137700	121889	145595	141650	148982	148538
Q9NR30	113527	112191	119791	125718	122669	122800
Q9NR31	150053	126290	159767	166485	172588	160803
Q9NR33	33863.3	32310.1	40075.2	38761.8	32845.1	37664.7
Q9NR45	333714	362711	414949	396086	412755	457895
Q9NR46	24192.4	25304.2	26038.7	30273	27018.4	23136.1
Q9NR48	169153	133647	169784	162733	143279	150446
Q9NR50	35601.4	35348.8	38436.8	41138.1	40227.2	41465.8
Q9NR56	47831.6	37113.7	69348.9	63029.4	51825	50880.7
Q9NR82	3393.68	5394.27	3561.04	4852.74	6745.83	4626.59
Q9NRA0	2290.5	2357.49	2675.97	2320.46	2386.83	3132.22
Q9NRA2	8483.98	8660.89	4279.37	7053.09	4418.8	4226.42
Q9NRA8	8064.22	6422.76	7907.89	8106.1	5923.7	5564.06
Q9NRD5	5572.56	4404.86	7237.66	6124.06	6457.37	7422.39
Q9NRF2	6674.17	4973.33	6751.98	7010	6218.74	6582.41
